date,amount,product
2030-07-13,122.25,A
2030-07-14,80.15,B
2030-07-15,108.34,C
2030-07-16,122.43,A
2030-07-17,76.95,C
2030-07-18,121.18,B
2030-07-19,118.06,B
2030-07-20,88.78,B
2030-07-21,82.08,C
2030-07-22,101.01,B
2030-07-23,111.12,A
2030-07-24,128.09,C
2030-07-25,74.33,B
2030-07-26,105.59,C
2030-07-27,99.8,A
2030-07-28,123.07,B
2030-07-29,117.9,C
2030-07-30,87.08,A
2030-07-31,110.47,B
2030-08-01,119.32,B
2030-08-02,126.19,A
2030-08-03,80.45,C
2030-08-04,87.31,B
2030-08-05,95.97,A
2030-08-06,123.41,B
2030-08-07,109.38,A
2030-08-08,77.31,B
2030-08-09,75.42,B
2030-08-10,90.66,B
2030-08-11,99.93,C
2030-08-12,74.94,C
2030-08-13,116.07,A
2030-08-14,128.15,B
2030-08-15,116.54,A
2030-08-16,78.41,A
2030-08-17,118.91,C
2030-08-18,123.06,A
2030-08-19,97.14,B
2030-08-20,77.31,A
2030-08-21,96.25,C
2030-08-22,82.98,B
2030-08-23,76.26,C
2030-08-24,95.28,B
2030-08-25,92.8,B
2030-08-26,106.61,C
2030-08-27,116.44,A
2030-08-28,127.94,C
2030-08-29,94.17,A
2030-08-30,95.92,A
2030-08-31,116.25,C
2030-09-01,106.65,A
2030-09-02,122.56,C
2030-09-03,118.92,C
2030-09-04,92.2,A
2030-09-05,128.08,B
2030-09-06,97.18,A
2030-09-07,70.35,C
2030-09-08,116.42,B
2030-09-09,116.5,C
2030-09-10,107.01,B
2030-09-11,128.27,B
2030-09-12,99.42,B
2030-09-13,95.23,B
2030-09-14,116.28,A
2030-09-15,107.73,B
2030-09-16,73.22,C
2030-09-17,97.45,B
2030-09-18,74.49,C
2030-09-19,112.07,B
2030-09-20,73.04,B
2030-09-21,85.61,A
2030-09-22,94.6,A
2030-09-23,85.42,B
2030-09-24,83.52,A
2030-09-25,73.5,C
2030-09-26,86.92,B
2030-09-27,101.14,B
2030-09-28,127.97,A
2030-09-29,120.51,B
2030-09-30,86.51,A
2030-10-01,78.89,A
2030-10-02,97.68,B
2030-10-03,103.06,B
2030-10-04,109.52,B
2030-10-05,114.3,C
2030-10-06,118.24,B
2030-10-07,121.06,A
2030-10-08,74.73,C
2030-10-09,129.26,B
2030-10-10,80.4,C
2030-10-11,91.51,B
2030-10-12,129.64,C
2030-10-13,76.8,B
2030-10-14,98.01,A
2030-10-15,102.03,C
2030-10-16,72.54,A
2030-10-17,78,C
2030-10-18,91.22,C
2030-10-19,119.71,C
2030-10-20,97.27,C
2030-10-21,129.95,C
2030-10-22,94.85,A
2030-10-23,75.62,C
2030-10-24,110.75,B
2030-10-25,91.17,A
2030-10-26,83.53,B
2030-10-27,86.34,B
2030-10-28,122.38,B
2030-10-29,89.42,C
2030-10-30,97.57,A
2030-10-31,70.01,B
2030-11-01,128.31,C
2030-11-02,120.83,B
2030-11-03,83.99,A
2030-11-04,115.69,A
2030-11-05,121.16,A
2030-11-06,71.82,B
2030-11-07,115.81,B
2030-11-08,82.28,C
2030-11-09,108.24,A
2030-11-10,120.67,A
2030-11-11,110.37,A
2030-11-12,108.17,C
2030-11-13,128.99,B
2030-11-14,126.77,C
2030-11-15,107.13,A
2030-11-16,92.66,B
2030-11-17,117.39,B
2030-11-18,114.87,B
2030-11-19,89.31,B
2030-11-20,110.95,B
2030-11-21,108.55,A
2030-11-22,95.94,A
2030-11-23,89.59,C
2030-11-24,114.95,A
2030-11-25,89.48,B
2030-11-26,75.58,A
2030-11-27,80.98,C
2030-11-28,127.62,C
2030-11-29,84.42,A
2030-11-30,103.93,B
2030-12-01,75.14,C
2030-12-02,101.04,C
2030-12-03,116.37,B
2030-12-04,105.61,B
2030-12-05,123.46,C
2030-12-06,100.19,A
2030-12-07,100.91,A
2030-12-08,95.22,B
2030-12-09,119,B
2030-12-10,91.54,A
2030-12-11,122.3,C
2030-12-12,99.97,A
2030-12-13,70.3,A
2030-12-14,84.65,C
2030-12-15,94.35,A
2030-12-16,87.83,A
2030-12-17,128.79,A
2030-12-18,103.69,C
2030-12-19,111.95,C
2030-12-20,88.12,C
2030-12-21,87.72,B
2030-12-22,90.58,B
2030-12-23,129.73,A
2030-12-24,114.79,C
2030-12-25,101.01,B
2030-12-26,124.38,C
2030-12-27,118.16,B
2030-12-28,114.44,B
2030-12-29,96.26,B
2030-12-30,114.97,B
2030-12-31,91.55,C
2031-01-01,129.49,C
2031-01-02,92.19,B
2031-01-03,76.74,B
2031-01-04,108.14,C
2031-01-05,115.42,A
2031-01-06,85.56,B
2031-01-07,117.93,B
2031-01-08,92.14,C
2031-01-09,77.48,A
2031-01-10,92.16,A
2031-01-11,90.14,C
2031-01-12,77.11,B
2031-01-13,91.44,B
2031-01-14,89.78,A
2031-01-15,86.06,A
2031-01-16,125.68,B
2031-01-17,91.84,B
2031-01-18,91.61,B
2031-01-19,87.27,B
2031-01-20,123.33,A
2031-01-21,91.01,C
2031-01-22,114.83,C
2031-01-23,95.17,A
2031-01-24,110.35,A
2031-01-25,70.28,B
2031-01-26,86.35,C
2031-01-27,87.26,A
2031-01-28,94.32,A
2031-01-29,114.87,C
2031-01-30,129.15,B
2031-01-31,76.93,B
2031-02-01,96.84,B
2031-02-02,82.66,B
2031-02-03,86.31,A
2031-02-04,79.58,C
2031-02-05,103.25,B
2031-02-06,76.92,A
2031-02-07,124.49,B
2031-02-08,79.27,B
2031-02-09,81.92,A
2031-02-10,120.16,A
2031-02-11,80.99,C
2031-02-12,71.77,A
2031-02-13,91.44,A
2031-02-14,78.95,A
2031-02-15,113.74,B
2031-02-16,109.98,A
2031-02-17,81.16,C
2031-02-18,91.28,A
2031-02-19,103.38,C
2031-02-20,123.7,B
2031-02-21,73.66,A
2031-02-22,72.5,C
2031-02-23,107.81,A
2031-02-24,81.56,C
2031-02-25,126.13,B
2031-02-26,103.18,C
2031-02-27,116.06,A
2031-02-28,85.89,C
2031-03-01,95.52,A
2031-03-02,85.42,A
2031-03-03,75.71,C
2031-03-04,79.79,A
2031-03-05,118.36,C
2031-03-06,122.91,A
2031-03-07,80.75,C
2031-03-08,117.69,B
2031-03-09,87.72,B
2031-03-10,72.88,A
2031-03-11,107.81,A
2031-03-12,103.14,A
2031-03-13,74.22,A
2031-03-14,90.09,A
2031-03-15,128.99,C
2031-03-16,101.04,A
2031-03-17,108.25,B
2031-03-18,122.01,B
2031-03-19,102.9,C
2031-03-20,89.98,A
2031-03-21,126.96,A
2031-03-22,129.64,C
2031-03-23,90.28,A
2031-03-24,111.54,A
2031-03-25,106.11,A
2031-03-26,100,B
2031-03-27,127.51,A
2031-03-28,78.72,A
2031-03-29,98.57,A
2031-03-30,126.32,C
2031-03-31,103.27,C
2031-04-01,72.09,C
2031-04-02,88.78,C
2031-04-03,92.11,B
2031-04-04,129.71,A
2031-04-05,120.71,B
2031-04-06,74.5,C
2031-04-07,77.27,B
2031-04-08,84.13,C
2031-04-09,117.98,C
2031-04-10,105.12,A
2031-04-11,113.84,C
2031-04-12,92.25,A
2031-04-13,83.26,B
2031-04-14,96.04,C
2031-04-15,73.11,B
2031-04-16,126.85,B
2031-04-17,107.02,A
2031-04-18,129.33,A
2031-04-19,99.22,B
2031-04-20,119.09,A
2031-04-21,74.69,B
2031-04-22,88.86,A
2031-04-23,87.09,A
2031-04-24,74.37,B
2031-04-25,127.62,C
2031-04-26,89.18,A
2031-04-27,83.93,A
2031-04-28,76,A
2031-04-29,103.86,A
2031-04-30,98.88,C
2031-05-01,79.96,A
2031-05-02,82.9,B
2031-05-03,97.71,B
2031-05-04,85.58,A
2031-05-05,107.06,A
2031-05-06,85.92,A
2031-05-07,73.92,B
2031-05-08,81,B
2031-05-09,100.56,A
2031-05-10,122.36,A
2031-05-11,92.23,C
2031-05-12,112.64,A
2031-05-13,76.56,C
2031-05-14,87,A
2031-05-15,71.13,C
2031-05-16,99.67,A
2031-05-17,79.26,C
2031-05-18,125.58,C
2031-05-19,77.2,C
2031-05-20,107.73,C
2031-05-21,119.34,A
2031-05-22,125.26,C
2031-05-23,97.51,A
2031-05-24,129.38,C
2031-05-25,76.59,C
2031-05-26,112.11,A
2031-05-27,86.97,B
2031-05-28,103.28,A
2031-05-29,106.81,C
2031-05-30,88.41,B
2031-05-31,86.57,C
2031-06-01,129.02,C
2031-06-02,110.94,C
2031-06-03,70.58,A
2031-06-04,104,B
2031-06-05,86.54,B
2031-06-06,109.07,A
2031-06-07,89,A
2031-06-08,128.45,C
2031-06-09,122.17,C
2031-06-10,124.16,B
2031-06-11,82.84,A
2031-06-12,74.55,A
2031-06-13,72.92,C
2031-06-14,90.3,B
2031-06-15,78.43,A
2031-06-16,105.47,A
2031-06-17,96.95,C
2031-06-18,75.2,A
2031-06-19,76.07,B
2031-06-20,78.76,C
2031-06-21,80.35,C
2031-06-22,95.71,A
2031-06-23,107.98,A
2031-06-24,71.54,A
2031-06-25,87.8,C
2031-06-26,71.04,B
2031-06-27,110.01,C
2031-06-28,113.3,C
2031-06-29,115.85,B
2031-06-30,123.11,A
2031-07-01,120.04,C
2031-07-02,87.33,A
2031-07-03,71.21,B
2031-07-04,111.88,B
2031-07-05,82.81,C
2031-07-06,119.55,B
2031-07-07,118.47,A
2031-07-08,92.3,B
2031-07-09,123.17,C
2031-07-10,104.64,C
2031-07-11,117.18,A
2031-07-12,91.53,B
2031-07-13,82.95,A
2031-07-14,93.56,C
2031-07-15,79.9,B
2031-07-16,89.01,B
2031-07-17,108.37,C
2031-07-18,129.01,A
2031-07-19,93.5,B
2031-07-20,74.22,A
2031-07-21,96.26,B
2031-07-22,72.48,B
2031-07-23,121.63,C
2031-07-24,102.72,B
2031-07-25,91.62,A
2031-07-26,116.98,C
2031-07-27,123.68,C
2031-07-28,94.67,C
2031-07-29,103.15,C
2031-07-30,119.6,C
2031-07-31,81.95,C
2031-08-01,85.9,C
2031-08-02,104.58,A
2031-08-03,112.32,C
2031-08-04,76.11,A
2031-08-05,78.52,B
2031-08-06,124.9,B
2031-08-07,98.52,A
2031-08-08,72.54,C
2031-08-09,105.62,B
2031-08-10,111.56,C
2031-08-11,91.41,C
2031-08-12,108.07,B
2031-08-13,114.07,C
2031-08-14,102.24,A
2031-08-15,112.53,B
2031-08-16,103.55,A
2031-08-17,120.53,B
2031-08-18,89.84,A
2031-08-19,119.63,B
2031-08-20,128.03,C
2031-08-21,98.79,A
2031-08-22,72.76,A
2031-08-23,121.83,B
2031-08-24,99.81,A
2031-08-25,112.49,B
2031-08-26,84.46,A
2031-08-27,75.37,B
2031-08-28,107.45,A
2031-08-29,79.69,A
2031-08-30,97.73,A
2031-08-31,89.32,C
2031-09-01,94.11,B
2031-09-02,126.47,B
2031-09-03,111.64,A
2031-09-04,121.6,C
2031-09-05,77.68,C
2031-09-06,104.58,A
2031-09-07,89.88,A
2031-09-08,125.86,B
2031-09-09,110.46,B
2031-09-10,80.23,A
2031-09-11,101.49,A
2031-09-12,88.95,A
2031-09-13,81.92,B
2031-09-14,119.95,A
2031-09-15,75.03,C
2031-09-16,82.1,C
2031-09-17,91.85,B
2031-09-18,120.88,B
2031-09-19,90.49,A
2031-09-20,109.88,B
2031-09-21,91.63,C
2031-09-22,98.15,A
2031-09-23,112.42,A
2031-09-24,73.4,B
2031-09-25,91.43,C
2031-09-26,91.84,A
2031-09-27,122.04,A
2031-09-28,90.63,A
2031-09-29,86.16,B
2031-09-30,95.68,A
2031-10-01,81.17,C
2031-10-02,112.79,B
2031-10-03,113.69,B
2031-10-04,108.55,C
2031-10-05,85.54,B
2031-10-06,70.61,B
2031-10-07,112.67,C
2031-10-08,127.38,B
2031-10-09,108.55,A
2031-10-10,104.13,A
2031-10-11,93.85,A
2031-10-12,111.13,A
2031-10-13,95.5,A
2031-10-14,73.71,B
2031-10-15,86.02,B
2031-10-16,81.49,C
2031-10-17,118.54,B
2031-10-18,87.52,B
2031-10-19,81.88,A
2031-10-20,104.98,A
2031-10-21,96.43,B
2031-10-22,85.49,C
2031-10-23,117.97,C
2031-10-24,92.5,A
2031-10-25,72.92,C
2031-10-26,108.86,A
2031-10-27,75.8,A
2031-10-28,120.55,C
2031-10-29,77.9,B
2031-10-30,124.85,B
2031-10-31,105.12,A
2031-11-01,97.2,C
2031-11-02,86.71,B
2031-11-03,107.7,A
2031-11-04,94.03,B
2031-11-05,94.95,B
2031-11-06,95.3,B
2031-11-07,110.52,A
2031-11-08,73.44,C
2031-11-09,98.48,B
2031-11-10,114.43,C
2031-11-11,88.62,B
2031-11-12,124.62,C
2031-11-13,104.77,B
2031-11-14,104.94,B
2031-11-15,94.69,C
2031-11-16,82.95,C
2031-11-17,98.47,A
2031-11-18,122.98,B
2031-11-19,106.51,B
2031-11-20,87.9,A
2031-11-21,116.47,B
2031-11-22,88.86,A
2031-11-23,120.58,B
2031-11-24,108.22,C
2031-11-25,118.8,A
2031-11-26,127.86,B
2031-11-27,122.34,C
2031-11-28,128.39,C
2031-11-29,117.45,B
2031-11-30,115.27,A
2031-12-01,112.24,C
2031-12-02,70.1,B
2031-12-03,87.8,B
2031-12-04,72.07,B
2031-12-05,80.69,B
2031-12-06,81.41,A
2031-12-07,81.99,B
2031-12-08,76.74,C
2031-12-09,83.36,C
2031-12-10,75.04,C
2031-12-11,121.58,C
2031-12-12,106.48,A
2031-12-13,117.69,C
2031-12-14,75.88,C
2031-12-15,81.03,C
2031-12-16,115.97,A
2031-12-17,112.66,A
2031-12-18,93.07,C
2031-12-19,108.03,B
2031-12-20,120.3,B
2031-12-21,103.18,A
2031-12-22,106.19,A
2031-12-23,78.58,C
2031-12-24,82.97,A
2031-12-25,105.17,A
2031-12-26,111.63,A
2031-12-27,86.06,C
2031-12-28,86.33,C
2031-12-29,92.27,C
2031-12-30,121.71,B
2031-12-31,91.21,A
2032-01-01,90.07,A
2032-01-02,114.05,C
2032-01-03,87.88,A
2032-01-04,86.04,A
2032-01-05,72.45,B
2032-01-06,126.22,C
2032-01-07,96.34,C
2032-01-08,81.88,A
2032-01-09,126.13,C
2032-01-10,105.02,C
2032-01-11,81.38,C
2032-01-12,86.37,C
2032-01-13,129.35,C
2032-01-14,123.67,B
2032-01-15,95.45,C
2032-01-16,117.75,B
2032-01-17,72.29,A
2032-01-18,117.06,B
2032-01-19,104.73,A
2032-01-20,109.43,A
2032-01-21,127.18,A
2032-01-22,85.46,A
2032-01-23,74.72,B
2032-01-24,89.41,B
2032-01-25,112.3,A
2032-01-26,129.27,A
2032-01-27,124.8,B
2032-01-28,74.13,B
2032-01-29,126.33,C
2032-01-30,126.66,B
2032-01-31,78.31,C
2032-02-01,123.56,A
2032-02-02,116.14,B
2032-02-03,109.26,A
2032-02-04,127.39,C
2032-02-05,112.97,C
2032-02-06,80.95,B
2032-02-07,125.47,C
2032-02-08,107.66,A
2032-02-09,110.32,B
2032-02-10,107.5,B
2032-02-11,116.59,B
2032-02-12,113.37,C
2032-02-13,95.69,B
2032-02-14,83.53,B
2032-02-15,97.16,B
2032-02-16,85.92,A
2032-02-17,72.68,A
2032-02-18,92.59,C
2032-02-19,91.59,B
2032-02-20,125.26,A
2032-02-21,104.48,C
2032-02-22,91.6,A
2032-02-23,120.38,B
2032-02-24,103.08,A
2032-02-25,119.29,C
2032-02-26,88.69,B
2032-02-27,113.47,C
2032-02-28,70.57,B
2032-02-29,106.44,C
2032-03-01,80.04,A
2032-03-02,125.14,B
2032-03-03,91.23,A
2032-03-04,97.63,C
2032-03-05,91.35,C
2032-03-06,102.63,C
2032-03-07,117.04,A
2032-03-08,99.57,B
2032-03-09,117.31,C
2032-03-10,129.29,B
2032-03-11,126.05,C
2032-03-12,70.65,A
2032-03-13,100.82,B
2032-03-14,87.03,C
2032-03-15,104.99,A
2032-03-16,79.46,C
2032-03-17,89.21,B
2032-03-18,88.95,C
2032-03-19,85.6,C
2032-03-20,102.69,A
2032-03-21,118.09,C
2032-03-22,79.43,C
2032-03-23,106.27,A
2032-03-24,70.65,A
2032-03-25,72.26,A
2032-03-26,129.2,A
2032-03-27,103.39,A
2032-03-28,73.68,A
2032-03-29,74.87,C
2032-03-30,76.46,C
2032-03-31,120.23,C
2032-04-01,87.51,A
2032-04-02,105.99,C
2032-04-03,92.81,B
2032-04-04,122.39,B
2032-04-05,81.17,C
2032-04-06,89.99,C
2032-04-07,109.56,C
2032-04-08,115.49,A
2032-04-09,98.36,B
2032-04-10,108.82,A
2032-04-11,111.84,A
2032-04-12,86.97,A
2032-04-13,86.53,A
2032-04-14,88.19,A
2032-04-15,114.86,B
2032-04-16,120.74,C
2032-04-17,94.11,A
2032-04-18,110.37,A
2032-04-19,81.64,C
2032-04-20,114.46,B
2032-04-21,84.97,B
2032-04-22,75.54,A
2032-04-23,117.91,C
2032-04-24,99.23,A
2032-04-25,99.64,C
2032-04-26,92.16,C
2032-04-27,72.93,C
2032-04-28,71.7,C
2032-04-29,118.21,B
2032-04-30,96.19,A
2032-05-01,76.99,C
2032-05-02,124.98,C
2032-05-03,129.38,B
2032-05-04,90.83,B
2032-05-05,87.8,C
2032-05-06,71.39,B
2032-05-07,109.09,A
2032-05-08,124.7,A
2032-05-09,82.75,A
2032-05-10,83.65,B
2032-05-11,111.19,A
2032-05-12,104.18,C
2032-05-13,72.93,A
2032-05-14,118,C
2032-05-15,72.87,C
2032-05-16,86.04,B
2032-05-17,97.37,B
2032-05-18,98.48,B
2032-05-19,97.44,A
2032-05-20,79.7,A
2032-05-21,97.61,C
2032-05-22,117.71,C
2032-05-23,120.46,C
2032-05-24,73.82,C
2032-05-25,115.86,C
2032-05-26,116.47,C
2032-05-27,90.78,C
2032-05-28,101.2,C
2032-05-29,84.39,A
2032-05-30,113.16,C
2032-05-31,111.06,B
2032-06-01,102.13,B
2032-06-02,95.2,B
2032-06-03,77.44,A
2032-06-04,104.87,B
2032-06-05,121.97,C
2032-06-06,128.19,C
2032-06-07,70.47,C
2032-06-08,94.97,C
2032-06-09,72.54,A
2032-06-10,74.01,C
2032-06-11,127.7,B
2032-06-12,124.67,B
2032-06-13,86.42,B
2032-06-14,70.88,B
2032-06-15,82.01,B
2032-06-16,106.3,A
2032-06-17,107.79,C
2032-06-18,92.1,A
2032-06-19,93.19,B
2032-06-20,109.92,C
2032-06-21,94.72,A
2032-06-22,120.3,C
2032-06-23,112.14,B
2032-06-24,127.63,C
2032-06-25,99.33,B
2032-06-26,129.42,B
2032-06-27,117.54,C
2032-06-28,109.58,A
2032-06-29,111.98,C
2032-06-30,77.76,B
2032-07-01,76.13,A
2032-07-02,86.29,B
2032-07-03,87,C
2032-07-04,87.01,A
2032-07-05,94.85,A
2032-07-06,92.59,B
2032-07-07,105.66,A
2032-07-08,93.69,C
2032-07-09,100.28,A
2032-07-10,123.58,C
2032-07-11,101.64,A
2032-07-12,74.85,C
2032-07-13,96.05,A
2032-07-14,100.61,C
2032-07-15,80.76,A
2032-07-16,99.07,B
2032-07-17,88.52,A
2032-07-18,120.67,B
2032-07-19,71.26,B
2032-07-20,106.17,A
2032-07-21,78.97,C
2032-07-22,89.39,A
2032-07-23,76.01,B
2032-07-24,121.93,C
2032-07-25,98.95,C
2032-07-26,111.26,C
2032-07-27,125.91,A
2032-07-28,76.54,C
2032-07-29,125.84,B
2032-07-30,70.45,A
2032-07-31,79.43,B
2032-08-01,129.38,A
2032-08-02,114.86,C
2032-08-03,87.74,B
2032-08-04,86.53,C
2032-08-05,108.89,A
2032-08-06,95.34,C
2032-08-07,111.48,C
2032-08-08,127.24,C
2032-08-09,107.41,A
2032-08-10,86.79,C
2032-08-11,86.2,A
2032-08-12,99.3,C
2032-08-13,107.79,A
2032-08-14,125.21,A
2032-08-15,98.19,B
2032-08-16,93.35,B
2032-08-17,122.67,B
2032-08-18,118.11,A
2032-08-19,100.55,A
2032-08-20,75.42,A
2032-08-21,93.81,B
2032-08-22,90.54,B
2032-08-23,85.14,A
2032-08-24,105.83,B
2032-08-25,122.26,A
2032-08-26,125.47,C
2032-08-27,121.5,A
2032-08-28,85.66,C
2032-08-29,114.99,C
2032-08-30,81.1,A
2032-08-31,108.7,A
2032-09-01,101.48,A
2032-09-02,113.13,C
2032-09-03,128.8,A
2032-09-04,126.03,C
2032-09-05,88.89,B
2032-09-06,127.47,C
2032-09-07,96.46,C
2032-09-08,120.78,C
2032-09-09,103.44,B
2032-09-10,95.38,B
2032-09-11,78.92,B
2032-09-12,102.91,B
2032-09-13,106.37,B
2032-09-14,91.45,A
2032-09-15,90.12,B
2032-09-16,76.02,C
2032-09-17,109.32,A
2032-09-18,127.81,A
2032-09-19,121.64,A
2032-09-20,75.64,B
2032-09-21,96.37,A
2032-09-22,117.51,B
2032-09-23,70.1,C
2032-09-24,122.71,B
2032-09-25,127.28,C
2032-09-26,92.83,B
2032-09-27,121.15,A
2032-09-28,76.43,A
2032-09-29,107.6,A
2032-09-30,91.09,B
2032-10-01,112.92,C
2032-10-02,102.02,C
2032-10-03,84.28,A
2032-10-04,89.46,A
2032-10-05,119.11,C
2032-10-06,72.88,A
2032-10-07,97.71,C
2032-10-08,76.45,A
2032-10-09,104.27,C
2032-10-10,95.69,C
2032-10-11,110.81,C
2032-10-12,72.78,B
2032-10-13,81.44,B
2032-10-14,127.74,B
2032-10-15,72.03,C
2032-10-16,102.43,B
2032-10-17,126.59,C
2032-10-18,118.54,B
2032-10-19,98.1,A
2032-10-20,90.9,C
2032-10-21,103.27,B
2032-10-22,109.64,A
2032-10-23,117.58,A
2032-10-24,80.05,C
2032-10-25,129.44,C
2032-10-26,105.43,B
2032-10-27,121.66,B
2032-10-28,114.48,C
2032-10-29,123.19,A
2032-10-30,103.18,C
2032-10-31,80.84,C
2032-11-01,85.97,A
2032-11-02,78.31,B
2032-11-03,89.16,C
2032-11-04,75.39,B
2032-11-05,110.7,B
2032-11-06,106.83,B
2032-11-07,80.37,A
2032-11-08,83.07,C
2032-11-09,112.07,A
2032-11-10,88.22,A
2032-11-11,104,A
2032-11-12,82.68,C
2032-11-13,112.63,A
2032-11-14,125.88,C
2032-11-15,107.21,B
2032-11-16,99.72,B
2032-11-17,110.68,C
2032-11-18,88.74,B
2032-11-19,78.23,A
2032-11-20,117.91,B
2032-11-21,121.84,B
2032-11-22,86.93,A
2032-11-23,73.04,A
2032-11-24,97.08,B
2032-11-25,107.14,A
2032-11-26,90.3,B
2032-11-27,97.79,A
2032-11-28,82.03,A
2032-11-29,118.32,A
2032-11-30,115.95,A
2032-12-01,121.47,A
2032-12-02,128.84,A
2032-12-03,71.66,A
2032-12-04,123.49,B
2032-12-05,117.36,B
2032-12-06,108.01,B
2032-12-07,86.45,C
2032-12-08,78.68,A
2032-12-09,117.46,A
2032-12-10,119.52,B
2032-12-11,122.07,A
2032-12-12,91.19,B
2032-12-13,75.43,A
2032-12-14,77.1,B
2032-12-15,105.22,A
2032-12-16,120.31,C
2032-12-17,103.05,C
2032-12-18,101.22,C
2032-12-19,94.55,A
2032-12-20,72.4,A
2032-12-21,94.01,A
2032-12-22,121.02,A
2032-12-23,98.94,C
2032-12-24,82.36,B
2032-12-25,71.64,A
2032-12-26,94.12,B
2032-12-27,96.23,B
2032-12-28,77.95,B
2032-12-29,115.87,B
2032-12-30,79.54,A
2032-12-31,124.84,B
2033-01-01,117.9,C
2033-01-02,114.12,C
2033-01-03,120.02,B
2033-01-04,94.3,B
2033-01-05,116.06,C
2033-01-06,76.22,C
2033-01-07,71.13,C
2033-01-08,96.47,A
2033-01-09,71.31,A
2033-01-10,118.54,B
2033-01-11,98.71,B
2033-01-12,113.04,A
2033-01-13,96.24,A
2033-01-14,109.95,C
2033-01-15,128.91,C
2033-01-16,122.42,A
2033-01-17,76.27,A
2033-01-18,86.05,A
2033-01-19,88.58,C
2033-01-20,77.21,C
2033-01-21,77.97,B
2033-01-22,85.36,B
2033-01-23,103.49,B
2033-01-24,89.68,A
2033-01-25,77.51,B
2033-01-26,97.29,A
2033-01-27,82.22,B
2033-01-28,124.42,A
2033-01-29,127.15,B
2033-01-30,89.29,B
2033-01-31,118.61,B
2033-02-01,94.99,C
2033-02-02,123.07,A
2033-02-03,112.14,A
2033-02-04,102.07,A
2033-02-05,129.91,A
2033-02-06,70.98,A
2033-02-07,96.86,C
2033-02-08,88.44,A
2033-02-09,107.12,C
2033-02-10,122.55,B
2033-02-11,119.73,B
2033-02-12,98.67,C
2033-02-13,119.42,C
2033-02-14,76.45,A
2033-02-15,83.67,C
2033-02-16,94.12,B
2033-02-17,125.2,C
2033-02-18,82.75,B
2033-02-19,115.55,B
2033-02-20,125.68,A
2033-02-21,117.77,C
2033-02-22,97.48,A
2033-02-23,70.36,A
2033-02-24,123.15,A
2033-02-25,125.66,C
2033-02-26,126.4,B
2033-02-27,115.23,B
2033-02-28,107.33,C
2033-03-01,91.44,A
2033-03-02,85.15,C
2033-03-03,123.81,B
2033-03-04,71.97,A
2033-03-05,123.77,B
2033-03-06,79.53,C
2033-03-07,108.22,C
2033-03-08,88.86,A
2033-03-09,122.74,B
2033-03-10,102.35,C
2033-03-11,74.04,A
2033-03-12,120.72,C
2033-03-13,123.1,A
2033-03-14,76.28,B
2033-03-15,118.65,C
2033-03-16,114.2,B
2033-03-17,73.57,A
2033-03-18,73.81,C
2033-03-19,83.77,C
2033-03-20,95.61,A
2033-03-21,119.89,A
2033-03-22,85.62,B
2033-03-23,127.97,A
2033-03-24,95.23,A
2033-03-25,103.88,C
2033-03-26,108.13,A
2033-03-27,126.14,B
2033-03-28,119.43,A
2033-03-29,81.27,B
2033-03-30,72.79,C
2033-03-31,93.85,C
2033-04-01,96.2,A
2033-04-02,117.36,C
2033-04-03,112.38,A
2033-04-04,119.38,B
2033-04-05,124.42,C
2033-04-06,77.52,A
2033-04-07,77.98,C
2033-04-08,73.66,B
2033-04-09,113.97,C
2033-04-10,107.77,A
2033-04-11,117.06,A
2033-04-12,85.13,B
2033-04-13,100.57,B
2033-04-14,99.85,A
2033-04-15,102.29,C
2033-04-16,127,B
2033-04-17,123.8,A
2033-04-18,116.43,A
2033-04-19,111.44,A
2033-04-20,94.81,A
2033-04-21,83.09,C
2033-04-22,123.79,C
2033-04-23,74.58,C
2033-04-24,101.48,C
2033-04-25,128.5,C
2033-04-26,119.25,A
2033-04-27,83.03,B
2033-04-28,123.97,B
2033-04-29,115.39,A
2033-04-30,82.25,A
2033-05-01,119.09,C
2033-05-02,73.01,A
2033-05-03,125.96,B
2033-05-04,90.91,C
2033-05-05,74.98,C
2033-05-06,110.47,B
2033-05-07,91.1,B
2033-05-08,120.72,C
2033-05-09,76.66,B
2033-05-10,97.52,C
2033-05-11,122.64,B
2033-05-12,73.15,C
2033-05-13,121.31,C
2033-05-14,91.78,B
2033-05-15,84.88,B
2033-05-16,99.71,B
2033-05-17,72.89,A
2033-05-18,87.19,B
2033-05-19,125.56,B
2033-05-20,119.21,B
2033-05-21,90.52,B
2033-05-22,123.03,A
2033-05-23,78.89,B
2033-05-24,125.78,C
2033-05-25,99.32,A
2033-05-26,89.09,A
2033-05-27,117.74,B
2033-05-28,95.62,A
2033-05-29,114.58,B
2033-05-30,92.55,A
2033-05-31,80.93,C
2033-06-01,114.24,C
2033-06-02,88.86,A
2033-06-03,95.92,A
2033-06-04,84.29,B
2033-06-05,122.92,B
2033-06-06,110.74,C
2033-06-07,98.61,B
2033-06-08,108.8,C
2033-06-09,104.04,B
2033-06-10,114.33,C
2033-06-11,74.44,A
2033-06-12,71.59,A
2033-06-13,108.44,B
2033-06-14,110.92,C
2033-06-15,110.77,B
2033-06-16,87.37,B
2033-06-17,90.94,B
2033-06-18,118.11,A
2033-06-19,121.08,C
2033-06-20,124.51,C
2033-06-21,97.26,A
2033-06-22,82.57,C
2033-06-23,104.7,C
2033-06-24,124.5,A
